salary_min_BGP,salary_max_BGP,joblocation,joblocation_num,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification
8181,10909,Xi an,Other First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,E-commerce,Software Engineer
6136,10909,Wuhan,Other First-tier city,No,College degree,Not Required,low,Private-owned,150-500,E-commerce,Software Engineer
9545,15000,Xiangyang,Third-tier city,No,Not Required,Not Required,medium,Private-owned,Less than 50,Professional service,Others
6136,10227,Wuhan,Other First-tier city,Yes,College degree,Not Required,low,Private-owned,150-500,E-commerce,Others
8181,16363,Third-tier city,Third-tier city,No,College degree,3 years,medium,Listed,1000-5000,Computer Software/Hardware,Senior software engineer
13636,17727,Changsha,Other First-tier city,No,Bachelor,1 year,medium,Listed,1000-5000,Computer Software/Hardware,Senior software engineer
16363,23181,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Listed,500-1000,Computer services,Senior software engineer
10909,13636,Changsha,Other First-tier city,No,College degree,2 years,medium,Private-owned,150-500,Education,Others
8181,16363,Third-tier city,Third-tier city,No,College degree,3 years,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
20454,34090,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Professional service,System architect
12272,16363,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer
6818,9545,Third-tier city,Third-tier city,No,College degree,2 years,low,Private-owned,Less than 50,E-commerce,Software Engineer
8181,10909,Zhengzhou,Second-tier city,No,College degree,3 years,low,Private-owned,50-150,Equipment,Software Engineer
10909,13636,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
13636,24545,Xi an,Other First-tier city,No,Bachelor,5 years,medium,New,50-150,E-commerce,Senior software engineer
13636,20454,Changsha,Other First-tier city,No,College degree,3 years,medium,Private-owned,500-1000,E-commerce,Internet Software Development Engineer
13636,16363,Changsha,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
13636,20454,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Professional service,Senior software engineer
20454,34090,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Equipment,Senior software engineer
13636,20454,Changsha,Other First-tier city,No,College degree,3 years,medium,Listed,Over 10k,Others,Java Developer
11363,22727,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Professional service,Senior software engineer
13636,20454,Changsha,Other First-tier city,No,Not Required,5 years,medium,Private-owned,Less than 50,Finance,Senior software engineer
6818,13636,Wuhan,Other First-tier city,No,College degree,3 years,low,Private-owned,Less than 50,E-commerce,Software Engineer
8181,13636,Wuhan,Other First-tier city,No,Bachelor,3 years,low,Private-owned,Less than 50,E-commerce,Software Engineer
5454,8181,Wuhan,Other First-tier city,No,Bachelor,2 years,low,Private-owned,150-500,Communications/Telecommunications/Network equipment,Software Engineer
13636,27272,Changsha,Other First-tier city,No,College degree,3 years,medium,Listed,150-500,Computer Software/Hardware,Senior software engineer
16363,24545,Wuhan,Other First-tier city,No,Bachelor,4 years,medium,Listed,500-1000,Computer Software/Hardware,Senior software engineer
8181,15000,Wuhan,Other First-tier city,No,Not Required,3 years,medium,Private-owned,50-150,Others,Senior software engineer
10909,13636,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer
6818,11590,Xi an,Other First-tier city,No,College degree,1 year,low,Private-owned,150-500,Equipment,Software Engineer
16363,27272,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,3 years,low,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Java Developer
8181,13636,Zhengzhou,Second-tier city,No,College degree,2 years,low,Private-owned,150-500,Computer Software/Hardware,Software Engineer
6818,13636,Wuhan,Other First-tier city,No,College degree,2 years,low,Private-owned,150-500,Computer services,Internet Software Development Engineer
8181,10909,Wuhan,Other First-tier city,No,Not Required,Not Required,low,Private-owned,50-150,Computer services,Software Engineer
9545,19090,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Computer services,Software Engineer
10909,20454,Zhengzhou,Second-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
13636,27272,Shenzhen,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Senior software engineer
10909,16363,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Education,Internet Software Development Engineer
10909,13636,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Engineering/Electronic technology,Software Engineer
6136,8181,Wuhan,Other First-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Computer services,Internet Software Development Engineer
20454,34090,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,E-commerce,Others
13636,20454,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
10909,21818,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Others,Java Developer
20454,34090,Shenzhen,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Internet Software Development Engineer
8181,16363,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer Software/Hardware,Internet Software Development Engineer
15000,24545,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Listed,500-1000,Computer services,Senior software engineer
8181,13636,Wuhan,Other First-tier city,No,Bachelor,3 years,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
24545,43636,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
8181,16363,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
13636,20454,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Engineering/Electronic technology,Java Developer
9545,16363,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
6136,10909,Changsha,Other First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
9545,27272,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Senior software engineer
10909,20454,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Education,Software Engineer
8181,10909,Changsha,Other First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Senior software engineer
20454,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Listed,50-150,Computer services,Manager
6818,9545,Wuhan,Other First-tier city,No,College degree,2 years,low,Private-owned,50-150,Computer Software/Hardware,Software Engineer
12272,16363,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Foreign (except EU & US),150-500,Service,Software Engineer
13636,27272,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,500-1000,E-commerce,Java Developer
20454,27272,Wuhan,Other First-tier city,No,College degree,2 years,medium,Joint venture,1000-5000,E-commerce,Internet Software Development Engineer
10909,21818,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer services,Software Engineer
5454,8181,Shijiazhuang,Third-tier city,No,College degree,Fresh graduate,low,Private-owned,50-150,Computer services,Technical support/maintenance engineer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Others,Senior software engineer
8181,16363,Changsha,Other First-tier city,No,Bachelor,no experience,medium,Foreign (except EU & US),50-150,E-commerce,Java Developer
8181,10909,Shanghai,First-tier city,No,College degree,1 year,low,Private-owned,50-150,Computer Software/Hardware,Software Engineer
27272,34090,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Others,Java Developer
8181,13636,Changsha,Other First-tier city,No,College degree,2 years,low,Private-owned,50-150,Computer Software/Hardware,Software Engineer
10909,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,State-owned,150-500,Computer services,Senior software engineer
9545,19090,Wuhan,Other First-tier city,Yes,Master,Fresh graduate,medium,Listed,150-500,Computer services,Software Engineer
8181,13636,Wuhan,Other First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
10909,13636,Shijiazhuang,Third-tier city,No,College degree,1 year,medium,Private-owned,50-150,Computer services,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Computer services,Senior software engineer
6136,8181,Wuhan,Other First-tier city,No,Bachelor,1 year,low,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software Engineer
5454,16363,Wuxi,Second-tier city,No,Bachelor,2 years,low,New,Less than 50,Computer Software/Hardware,Software Engineer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
6136,8181,Dalian,Other First-tier city,No,Bachelor,2 years,low,Private-owned,Less than 50,E-commerce,Software Engineer
20454,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
10909,16363,Wuhan,Other First-tier city,No,Not Required,3 years,medium,Private-owned,50-150,Service,Senior software engineer
20454,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Foreign(EU & US),1000-5000,Professional service,Senior software engineer
10909,13636,Zhengzhou,Second-tier city,No,Bachelor,Fresh graduate,medium,Listed,150-500,Education,Software Engineer
10909,21818,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,State-owned,1000-5000,Computer Software/Hardware,Software Engineer
8181,20454,Xi an,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Equipment,Software Engineer
10909,16363,Changsha,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,1000-5000,Others,Senior software engineer
4090,6136,Zhengzhou,Second-tier city,Yes,College degree,Fresh graduate,low,Private-owned,50-150,E-commerce,Java Developer
20454,34090,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
8181,12272,Wuhan,Other First-tier city,No,Not Required,1 year,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
13636,20454,Zhengzhou,Second-tier city,No,College degree,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
10909,16363,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,State-owned,1000-5000,Engineering/Electronic technology,Senior software engineer
6818,16363,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Computer Software/Hardware,Software Engineer
22727,34090,Changsha,Other First-tier city,No,Master,Not Required,medium,Private-owned,50-150,Computer services,Senior software engineer
13636,20454,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Equipment,Senior software engineer
20454,27272,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Medical/Biological Engineering,Internet Software Development Engineer
13636,24545,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Medical/Biological Engineering,Senior software engineer
10909,20454,Xi an,Other First-tier city,No,Bachelor,1 year,medium,Listed,Over 10k,Education,Others
6136,10909,Shijiazhuang,Third-tier city,No,College degree,Not Required,low,Private-owned,50-150,Engineering/Electronic technology,Java Developer
6136,10909,Xi an,Other First-tier city,No,College degree,Not Required,low,Private-owned,150-500,E-commerce,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Service,Web front-end development
8181,13636,Third-tier city,Third-tier city,No,Bachelor,1 year,low,Private-owned,1000-5000,Others,Software Engineer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer services,Manager
13636,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,E-commerce,Senior software engineer
24545,34090,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Engineering/Electronic technology,Senior software engineer
27272,54545,Xi an,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
10909,20454,Zhengzhou,Second-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Java Developer
13636,20454,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
2727,4090,Changsha,Other First-tier city,Yes,College degree,Not Required,low,Private-owned,50-150,Finance,Internet Software Development Engineer
12272,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Senior software engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
13636,20454,Guiyang,Third-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
21000,21000,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Listed,Over 10k,E-commerce,Java Developer
13636,20454,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Listed,500-1000,Computer Software/Hardware,Senior software engineer
16363,21818,Xi an,Other First-tier city,No,Bachelor,5 years,medium,State-owned,500-1000,Computer services,Senior software engineer
27272,34090,Wuhan,Other First-tier city,No,Not Required,Not Required,medium,Private-owned,Over 10k,Others,System architect
10909,21818,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
6818,12272,Changsha,Other First-tier city,No,Bachelor,1 year,low,Private-owned,1000-5000,Medical/Biological Engineering,Software Engineer
10909,17727,Xi an,Other First-tier city,No,College degree,3 years,medium,Listed,500-1000,Computer services,Java Developer
12272,20454,Changsha,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,1000-5000,Computer Software/Hardware,Java Developer
8181,16363,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Others,Java Developer
6136,10909,Xiangyang,Third-tier city,No,College degree,3 years,low,Private-owned,50-150,Computer services,Internet Software Development Engineer
13636,20454,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Listed,5000-10000,E-commerce,Software Engineer
4090,6136,Xi an,Other First-tier city,Yes,College degree,1 year,low,Private-owned,50-150,Engineering/Electronic technology,Internet Software Development Engineer
10909,13636,Wuhan,Other First-tier city,No,College degree,5 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
10909,20454,Xi an,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,Master,2 years,medium,State-owned,50-150,Computer services,System architect
13636,27272,Zhengzhou,Second-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Engineering/Electronic technology,Internet Software Development Engineer
10909,21818,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
8181,13636,Xi an,Other First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
8181,13636,Third-tier city,Third-tier city,No,Bachelor,3 years,low,Private-owned,150-500,Others,Software Engineer
8181,10909,Third-tier city,Third-tier city,No,College degree,2 years,low,Private-owned,50-150,E-commerce,Software Engineer
10909,17727,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,State-owned,1000-5000,Computer Software/Hardware,Java Developer
13636,22727,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Education,Others
12272,15000,Changsha,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,E-commerce,Senior software engineer
10909,13636,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Listed,500-1000,Computer Software/Hardware,Software Engineer
27272,40909,Wuhan,Other First-tier city,No,College degree,2 years,medium,Joint venture,50-150,Gaming,Java Developer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,1 year,low,Private-owned,50-150,Equipment,Java Developer
10909,16363,Changsha,Other First-tier city,No,Bachelor,1 year,medium,Foreign(EU & US),150-500,Computer services,Software Engineer
6136,10909,Wuhan,Other First-tier city,No,College degree,1 year,low,Joint venture,150-500,Finance,Software Engineer
10909,17727,Xi an,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Medical/Biological Engineering,Internet Software Development Engineer
8181,13636,Wuhan,Other First-tier city,No,College degree,3 years,low,Private-owned,50-150,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
8181,15000,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Others,Senior software engineer
17727,34090,Xi an,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Software Engineer
6818,13636,Wuhan,Other First-tier city,No,College degree,1 year,low,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
7954,11363,Xi an,Other First-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
6818,13636,Changsha,Other First-tier city,No,Bachelor,1 year,low,Private-owned,500-1000,Computer Software/Hardware,ERP
13636,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Engineering/Electronic technology,Senior software engineer
11363,25000,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,State-owned,150-500,Gaming,Senior software engineer
6136,9545,Wuhan,Other First-tier city,Yes,Bachelor,Not Required,low,Private-owned,Less than 50,Others,Others
6818,10909,Changsha,Other First-tier city,No,Bachelor,3 years,low,Private-owned,1000-5000,Equipment,ERP
13636,20454,Zhengzhou,Second-tier city,No,College degree,3 years,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Senior software engineer
10909,16363,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Software Engineer
11363,17045,Changsha,Other First-tier city,No,Not Required,3 years,medium,Joint venture,1000-5000,Others,Senior software engineer
6818,12272,Changsha,Other First-tier city,No,College degree,2 years,low,Private-owned,50-150,Computer services,Software Engineer
13636,27272,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,State-owned,1000-5000,Communications/Telecommunications/Network equipment,Java Developer
13636,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
8181,15000,Zhengzhou,Second-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
13636,20454,Xi an,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Equipment,Senior software engineer
13636,27272,Wuhan,Other First-tier city,No,College degree,5 years,medium,Private-owned,150-500,Others,Senior software engineer
8181,10909,Wuhan,Other First-tier city,No,College degree,1 year,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
22727,39772,Changzhou,Third-tier city,No,Bachelor,5 years,medium,Joint venture,1000-5000,Equipment,Internet Software Development Engineer
13636,20454,Wuhan,Other First-tier city,No,Master,1 year,medium,State-owned,50-150,Computer Software/Hardware,Software Engineer
6818,10909,Third-tier city,Third-tier city,No,College degree,2 years,low,Private-owned,150-500,Computer services,Internet Software Development Engineer
10909,16363,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
13636,27272,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer services,Senior software engineer
10909,16363,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Education,Java Developer
9545,13636,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer services,Java Developer
8181,10909,Changsha,Other First-tier city,No,College degree,1 year,low,Private-owned,Less than 50,Others,Software Engineer
16363,20454,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,E-commerce,Senior software engineer
13636,20454,Xi an,Other First-tier city,No,College degree,3 years,medium,Foreign(EU & US),Over 10k,Computer Software/Hardware,Software Engineer
5454,8181,Xi an,Other First-tier city,No,Bachelor,1 year,low,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
8181,13636,Changsha,Other First-tier city,No,College degree,2 years,low,Private-owned,50-150,E-commerce,Software Engineer
8181,10909,Wuhan,Other First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,Computer services,Senior software engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Service,Internet Software Development Engineer
10909,17727,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer services,Senior software engineer
6818,10909,Zhengzhou,Second-tier city,No,College degree,1 year,low,Joint venture,150-500,Computer Software/Hardware,Software Engineer
6818,13636,Shijiazhuang,Third-tier city,No,Bachelor,3 years,low,Private-owned,50-150,Computer services,Software Engineer
27272,40909,Changsha,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
8181,16363,Changsha,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,150-500,Computer services,Software Engineer
13636,24545,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Others,Technical support/maintenance engineer
10909,16363,Zhengzhou,Second-tier city,No,Bachelor,2 years,medium,State-owned,1000-5000,Equipment,Software Engineer
8181,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Foreign(EU & US),150-500,Medical/Biological Engineering,Java Developer
10909,21818,Changsha,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
8181,13636,Wuhan,Other First-tier city,No,Bachelor,2 years,low,Private-owned,150-500,Equipment,Software Engineer
20454,34090,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Computer Software/Hardware,System architect
13636,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Education,Software Engineer
20454,27272,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,System architect
13636,24545,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,150-500,Medical/Biological Engineering,Internet Software Development Engineer
12272,24545,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Joint venture,50-150,E-commerce,Others
10909,16363,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,27272,Wuhan,Other First-tier city,No,Not Required,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Java Developer
12272,19090,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Listed,150-500,Professional service,Software Engineer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,2 years,low,Private-owned,500-1000,Equipment,Software Engineer
10909,13636,Zhengzhou,Second-tier city,No,Not Required,5 years,medium,Listed,150-500,E-commerce,Senior software engineer
10909,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer
10909,17727,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,E-commerce,Internet Software Development Engineer
20454,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,State-owned,150-500,Computer Software/Hardware,System architect
10909,19090,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Foreign (except EU & US),150-500,Communications/Telecommunications/Network equipment,Software Engineer
16363,54545,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
10909,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer services,Software Engineer
20454,40909,Guangzhou,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
13636,20454,Wuhan,Other First-tier city,No,College degree,5 years,medium,Private-owned,Less than 50,Equipment,Senior software engineer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,2 years,low,Private-owned,Less than 50,Medical/Biological Engineering,Software Engineer
13636,20454,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Medical/Biological Engineering,Java Developer
13636,27272,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Gaming,Java Developer
20454,27272,Wuhan,Other First-tier city,No,College degree,5 years,medium,Private-owned,1000-5000,Service,System architect
22727,34090,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Finance,System architect
8181,16363,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Institution,1000-5000,Computer Software/Hardware,Software Engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,150-500,Communications/Telecommunications/Network equipment,Software Engineer
10909,13636,Xi an,Other First-tier city,No,College degree,3 years,medium,Foreign (except EU & US),50-150,Medical/Biological Engineering,Senior software engineer
5454,10909,Xi an,Other First-tier city,No,Bachelor,2 years,low,Private-owned,50-150,E-commerce,Software Engineer
6818,13636,Changsha,Other First-tier city,No,Bachelor,2 years,low,Private-owned,Less than 50,Computer Software/Hardware,Java Developer
10909,16363,Huizhou,Third-tier city,No,College degree,2 years,medium,Private-owned,50-150,Engineering/Electronic technology,Internet Software Development Engineer
10909,20454,Xi an,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,1000-5000,Computer Software/Hardware,Senior software engineer
8181,12272,Xi an,Other First-tier city,No,Bachelor,2 years,low,Foreign (except EU & US),150-500,E-commerce,Senior software engineer
10909,17727,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Software Engineer
8181,16363,Changsha,Other First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Computer services,Senior software engineer
13636,20454,Shanghai,First-tier city,No,Not Required,2 years,medium,Private-owned,150-500,Education,Senior software engineer
10909,13636,Wuhan,Other First-tier city,No,College degree,2 years,medium,Private-owned,Over 10k,Education,Others
13636,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Listed,1000-5000,Computer services,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Gaming,Software Engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Listed,150-500,Computer services,Software Engineer
10909,16363,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,Listed,150-500,Computer Software/Hardware,Internet Software Development Engineer
15000,24545,Changsha,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Gaming,Others
6818,12272,Xiangyang,Third-tier city,No,Not Required,1 year,low,Private-owned,150-500,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
9545,20454,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
13636,20454,Wuhan,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,1 year,low,Listed,1000-5000,E-commerce,Software Engineer
8181,13636,Wuhan,Other First-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Professional service,Software Engineer
13636,24545,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Joint venture,Less than 50,E-commerce,Senior software engineer
6818,13636,Third-tier city,Third-tier city,No,Not Required,Not Required,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
